State_name,District_name,Other_Education,Other_Workers,Graduate_Education,Households_with_Telephone_Mobile_Phone,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Housholds_with_Electric_Lighting,Secondary_Education,Female_Literate,Urban_Households,Having_bathing_facility_Total_Households,Higher_Education,Literate,Households_with_Computer,Households_with_Telephone_Mobile_Phone_Both,Households_with_separate_kitchen_Cooking_inside_house,LPG_or_PNG_Households,Location_of_drinking_water_source_Within_the_premises_Households,Households,Age_Group_30_49,Household_size_3_to_5_persons_Households,Households_with_Telephone_Mobile_Phone_Landline_only,Literate_Education,Male_Literate,Households_with_Car_Jeep_Van,Households_with_Telephone_Mobile_Phone_Mobile_only,Household_size_4_persons_Households,Age_Group_50,Main_Workers,Households_with_Radio_Transistor,Household_size_5_persons_Households,Married_couples_1_Households,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_None_Households,Male_Workers,Household_size_3_persons_Households,Workers,Female,Population,Male,Household_size_2_persons_Households,Main_source_of_drinking_water_Tapwater_Households,Households_with_Internet,Household_size_1_to_2_persons,Middle_Education,Total_Education,Non_Workers,Ownership_Rented_Households,Household_size_1_person_Households,Ownership_Owned_Households,Power_Parity_Rs_45000_150000,Hindus,Age_Group_0_29,Married_couples_2_Households,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Primary_Education,Female_Workers,Total_Power_Parity,Religion_Not_Stated,Household_size_6_8_persons_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_150000_240000,Jains,Households_with_Bicycle,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_425000_545000,Female_SC,Main_source_of_drinking_water_Tubewell_Borehole_Households,SC,Power_Parity_Rs_330000_545000,Male_SC,Muslims,Power_Parity_Rs_330000_425000,Below_Primary_Education,Married_couples_3_Households,Household_Workers,Power_Parity_Above_Rs_545000,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Main_source_of_drinking_water_Other_sources_Households,Type_of_latrine_facility_Pit_latrine_Households,Illiterate_Education,Crime,Crime4
ASSAM,Dhemaji,2868,58458,28006,57166,25776,57995,28195,80804,185267,16504,37742,55399,423028,10410,1624,118022,16547,71165,228262,169630,69390,2358,521393,237761,3504,53184,27022,82051,201364,41278,27785,93934,12293,1764,10523,186577,14583,316800,334884,686133,351249,6031,2965,1192,8303,136371,716377,369333,5984,2272,122182,231,655052,434221,20387,161,70,138838,130223,348,1205,41922,52,21,49,28,167,83663,38063,6,21219,36334,44225,12,23006,13475,6,79107,3840,7224,4,1145,2753,32828,194984,1092,Low
ASSAM,Dhubri,3863,265576,34401,139069,44414,179665,72232,100387,410790,60417,87966,65082,922341,26263,5815,198446,28963,270415,521019,439375,226003,3415,1007337,511551,3672,129839,84144,221745,504998,31649,74136,324883,15757,2170,55244,524898,67723,669819,951410,1949258,997848,44048,7876,1828,62318,250242,1999405,1279439,6555,18270,399481,231,388380,1286592,28748,161,70,299724,144921,348,1502,106940,52,21,49,28,1846,139403,81196,6,34036,34613,70395,12,36359,1553023,6,253638,4773,27822,4,5541,20943,106021,992068,4244,Low
ASSAM,Dibrugarh,6984,349792,59380,139869,121737,214721,136685,139813,393170,77163,177759,89500,884531,34479,9849,262021,76292,184468,377015,371864,161208,8009,983760,491361,21112,122011,65072,186774,391597,70499,55815,196644,44664,14742,32423,368013,40321,560557,649901,1326335,676434,20405,29708,8817,28094,301287,1324504,765778,38157,7689,195303,231,1198401,767147,36264,161,70,243607,192544,348,2405,70958,52,21,49,28,1055,172503,69884,6,28359,65235,58876,12,30517,64526,6,143189,6273,14362,4,2375,2950,104970,340744,2529,Low
ASSAM,Dima Hasao,598,34238,5565,18890,14210,29780,19389,27839,62314,21309,15921,10859,140873,3753,1297,37697,9202,7654,58919,53699,21582,806,163188,78559,1326,16787,8187,24830,68297,8324,7614,31634,2327,793,7078,56323,5781,85028,103300,214102,110802,3219,10812,524,5544,53736,220819,129074,6865,2325,34040,385,143593,135463,3610,193,192,43811,28705,644,714,12856,68,41,105,64,70,2636,15300,25,1997,65,4337,46,2340,4358,21,20780,480,1492,40,347,1257,11277,57631,220,Low
ASSAM,Goalpara,3464,145850,18294,93630,42628,129311,78641,73683,259275,39504,60181,39885,563577,13524,2916,112139,21455,115683,268114,239831,108374,2747,657440,304302,4112,87967,42030,117427,266376,42290,37705,149008,15292,2183,21357,267118,28639,362573,494891,1008183,513292,13846,4201,1364,18921,183904,1032511,645610,4793,5075,190189,231,347878,650509,22705,161,70,213510,95455,348,969,56821,52,21,49,28,477,113964,44095,6,22095,9092,45094,12,22999,579929,6,124700,3711,14346,4,2272,6063,85268,375071,2203,Low
ASSAM,Golaghat,4084,207654,36887,103909,70930,153723,82345,111145,325289,34190,123520,66197,721764,17636,4938,210740,40889,103715,327083,289085,137370,5124,820800,396475,9295,93847,55653,148244,331210,59992,45372,166711,27300,5146,26340,309104,36345,479928,523727,1066888,543161,16114,31806,3073,22125,261192,1079697,586960,12450,6011,193055,231,917426,629153,26763,161,70,223902,170824,348,1697,55869,52,21,49,28,530,157029,64252,6,30491,43628,62298,12,31807,90312,6,117393,4233,15068,4,1454,1468,93674,258897,2012,Low
ASSAM,Hailakandi,4265,110006,11608,55345,19998,119292,44143,50056,180530,16202,49075,28504,407366,10615,2479,139747,11035,15369,175417,156243,73531,3256,500042,226836,2583,49610,26771,82841,165193,17228,24404,105304,5589,880,29399,170792,22356,214240,321406,659296,337890,16921,24859,1211,25569,139029,673348,445056,4264,8648,134032,231,251194,419921,7814,161,70,177984,43448,348,512,38038,52,21,49,28,247,27808,75014,6,34290,5379,70659,12,36369,397653,6,88596,867,7313,4,1285,2199,81650,173306,1355,Low
ASSAM,Jorhat,8433,268037,62608,128081,92598,155435,122063,128050,362594,80824,145819,97025,794929,26357,6457,224498,71639,104722,367154,315550,144578,7387,892694,432335,16081,114237,59963,171062,338635,53465,45985,169163,44159,11198,28360,320746,38630,498618,535451,1092256,556805,18085,65585,5651,25296,295444,1101864,593638,21137,7211,196137,231,1008219,604908,29535,161,70,201680,177872,348,3087,53066,52,21,49,28,719,164118,81844,6,43471,36039,88665,12,45194,54684,6,99454,5070,31543,4,1593,1185,64759,209170,2147,Low
ASSAM,Kamrup,37239,710747,222983,417707,303586,448946,373052,303260,909064,410707,376604,262327,1996510,108591,22989,489432,293640,420555,862637,809732,375023,23995,2128805,1087446,63830,370723,157357,403648,834398,221224,118112,428888,115766,55610,82574,804105,99554,1119886,1345434,2771480,1426046,46360,98139,32226,67152,609383,2650256,1651594,109209,20792,470691,477,1941907,1555228,67899,254,223,450587,315781,948,7996,127031,194,45,143,98,10580,289892,93718,38,102273,48555,209616,68,107343,752855,30,243026,13051,81569,66,3383,7317,139924,521451,13890,High
ASSAM,Karbi Anglong,3426,89608,18225,78269,56689,96932,53918,93137,242961,37185,51860,40602,557214,11340,3885,143977,18763,62343,252876,233739,87093,4399,676227,314253,3934,69985,32646,103123,260482,49689,33361,128097,13699,2124,22153,246193,21086,383441,466146,956313,490167,10667,12163,1923,15406,199289,986320,572872,16484,4739,155192,231,766000,618633,22284,161,70,212224,137248,348,1639,59266,52,21,49,28,397,97148,59185,6,21525,14978,44961,12,23436,20290,6,109324,3645,9861,4,933,3570,52374,310093,759,Low
ASSAM,Karimganj,7903,220355,21408,105749,38570,210254,70951,76685,359355,32695,98861,39637,795297,24699,6343,241033,28261,44183,294640,284368,119294,4786,935508,435942,3757,94620,43298,163990,293392,24956,40825,183724,7289,1529,42587,319798,35171,399171,602822,1228686,625864,25453,31884,1933,37517,257931,1239293,829515,10212,12064,230546,231,521962,779850,17384,161,70,333885,79373,348,1051,72351,52,21,49,28,524,38218,120544,6,76506,17639,157890,12,81384,692489,6,198059,2812,17435,4,4584,3956,131632,303785,2031,Low
ASSAM,Kokrajhar,2733,115625,17287,75903,32320,52532,41373,78788,214085,17115,28132,39571,489305,14063,2227,116870,15089,103512,222011,224715,102861,2751,576006,275220,2996,70925,40099,108956,253110,17083,36026,135308,12191,2167,20301,236322,26736,341131,434237,887142,452905,13066,5098,1218,17678,154715,916607,546011,4205,4612,171597,231,529068,552671,20774,161,70,166013,104809,348,2382,50540,52,21,49,28,396,115712,42957,6,14184,23313,29570,12,15386,252271,6,116899,3022,12423,4,894,6998,21151,340601,1238,Low
ASSAM,Lakhimpur,4731,135713,44212,92394,45689,117971,60296,107326,307934,34694,73904,82885,683486,15011,3089,185022,32104,115599,327933,268872,113696,3071,795681,375552,6904,86234,46006,133615,283533,57507,41306,149287,25699,3851,18683,282250,26384,429995,512463,1042137,529674,11429,10937,1948,15880,217497,1071358,612142,12407,4451,183814,231,797130,639385,28914,161,70,212080,147745,348,1168,59383,52,21,49,28,250,133214,51962,6,40151,23337,81840,12,41689,193476,6,126950,5293,10983,4,1525,2082,63813,275677,2010,Low
ASSAM,Morigaon,2791,103206,18462,80962,32449,111528,52404,67969,250204,25275,65747,40803,539902,15145,3123,126801,20083,128837,257481,225224,98475,3432,635582,289698,3927,74407,37965,118271,260968,45581,34860,141171,13952,2408,18493,257984,25650,351148,470772,957423,486651,13232,5999,1421,17350,179810,987338,606275,5711,4118,174760,231,451882,612737,20871,161,70,195656,93164,348,1017,54708,52,21,49,28,244,112160,34192,6,57647,2512,117841,12,60194,503257,6,130091,4030,14346,4,1079,4704,72230,351756,1204,Low
ASSAM,Nagaon,10351,399579,66994,271238,127523,422431,195631,199792,788866,124186,250174,115864,1710716,45956,13973,385346,89206,362290,799185,678034,302531,10616,1999919,921850,13979,246649,116769,366112,734993,90067,103983,425164,47693,8180,64817,766728,81779,979998,1384656,2823768,1439112,43763,33210,5121,58220,576214,2873116,1843770,32751,14457,509358,231,1225246,1778277,57931,161,70,638088,213270,348,3143,160725,52,21,49,28,1162,333149,111783,6,129877,35623,266350,12,136473,1563203,6,392616,10355,38122,4,3872,11839,264693,873197,5998,Medium
ASSAM,Nalbari,3693,155267,39368,86710,45938,103600,68313,81507,238587,28238,80855,71734,531771,12360,2571,134737,37849,109448,238944,211320,91709,3749,606629,293184,4785,80390,37258,117809,196773,60699,34696,113423,18810,2667,17381,210202,19755,267623,375633,771639,396006,8612,4373,1631,12138,192771,795589,504016,4519,3526,149314,231,491582,442061,19380,161,70,141690,57421,348,1038,42345,52,21,49,28,1004,107774,29026,6,29562,1234,60216,12,30654,277488,6,75866,4112,19302,4,1968,1939,57474,188960,1832,Low
ASSAM,Sivasagar,5554,284617,53437,137392,97792,183253,123430,158118,368738,45047,159205,96939,813505,22124,7132,235922,61450,122653,405229,330947,150732,5568,918834,444767,18234,124692,61257,171710,318950,57991,49086,176996,44887,9968,32771,325071,40389,485717,561834,1151050,589216,19346,49397,5146,27093,280517,1165948,665333,22840,7747,194140,231,1007277,648056,31006,161,70,208891,160646,348,1391,58628,52,21,49,28,286,161789,87012,6,20779,47404,42347,12,21568,95553,6,115378,5242,14532,4,1868,1956,95960,247114,2254,Low
ASSAM,Sonitpur,6412,380899,49901,163277,106909,228882,133368,141373,488047,64528,177951,90385,1108572,31254,8760,310383,70047,207718,547853,501239,219954,6865,1298039,620525,11760,147652,86521,261648,558325,76121,75945,284779,39796,7942,46075,537195,57488,770606,940206,1924110,983904,27709,33448,4358,37955,377653,1925180,1153504,22030,10246,323644,231,1422824,1159991,47266,161,70,416218,233411,348,4909,108021,52,21,49,28,1003,275119,104501,6,53313,16215,109130,12,55817,350536,6,216097,7273,25719,4,2376,5298,107146,627141,3631,Low
ASSAM,Tinsukia,7353,346717,38152,124737,111738,217556,161718,109805,344873,90910,167479,61040,798322,27948,8234,248246,70471,177588,381614,352158,147468,5236,910252,453449,13323,111267,57086,175377,410188,47780,53835,189279,31363,8908,36330,366623,36547,557196,647698,1327929,680231,20339,25386,5135,29527,276292,1327333,770733,37251,9188,179202,231,1181347,799874,35088,161,70,266717,190573,348,1873,76134,52,21,49,28,837,168890,69408,6,18245,57599,37688,12,19443,48373,6,150893,6248,13241,4,1966,2548,106254,417081,2285,Low
ASSAM,Udalguri,1612,135661,14001,77068,44972,73729,53507,63394,205600,13835,34290,34334,469926,11893,2547,109868,13666,88378,281625,221518,97005,4296,532576,264326,2867,70225,38101,109962,253178,49071,35662,123501,11591,1676,21062,230690,23242,345030,410051,831668,421617,11411,16301,1448,15311,162369,839409,486638,3982,3900,147827,231,612425,499214,19828,161,70,155720,114340,348,1460,46769,52,21,49,28,124,124472,42811,6,18442,5226,37844,12,19402,105319,6,101146,3069,11801,4,1047,3659,37674,306833,954,Low
BIHAR,Araria,6938,130666,39627,240730,40387,52549,43290,112955,468125,44213,225043,68177,1195768,29796,6631,295636,17004,317350,703274,612012,277849,8513,1485840,727643,5041,225586,97412,324091,696410,125606,106781,459413,31983,1645,46453,708391,73656,1069893,1348236,2811569,1463333,67876,8056,2561,80376,206161,3139606,1741676,6185,12500,550065,1241,1593525,1872943,47807,866,375,426625,361502,2035,3955,175194,708,9,33,24,1910,279254,213049,20,184407,54827,382654,32,198247,1207442,12,625357,6416,24367,22,753,7171,8308,1653766,2914,Low
BIHAR,Arwal,1435,35771,27945,63570,11482,27875,2203,81975,151072,9960,51433,48822,386351,6378,1051,112002,4176,83287,144294,156031,46359,1883,482480,235279,1386,60636,16388,98550,161277,35782,20146,72909,7667,360,7948,167991,9825,236354,337346,700843,363497,8041,1659,413,10304,80704,772575,464489,943,2263,116189,391,634099,444448,25292,265,126,118311,68363,621,1579,43242,149,4,72,68,74,55439,28154,6,68429,159,141314,11,72885,64259,5,123288,8095,6758,0,227,1087,2449,290095,799,Low
BIHAR,Aurangabad,8329,192497,91371,235248,45871,84329,44456,253142,597269,49006,166509,136783,1466002,31168,5268,367543,24106,247664,477297,564571,137515,8511,1833998,868733,7145,221469,47730,340948,480286,102946,62063,221195,32335,2292,27729,599157,27722,837770,1221389,2540073,1318684,23974,13998,2362,30619,302662,2618129,1702303,6754,6645,377134,1375,2291133,1626969,88642,940,435,482199,238613,2215,7946,143408,585,12,182,170,775,195301,101279,27,295903,2770,612064,44,316161,237353,17,559512,32349,40652,29,867,5513,5123,784131,3409,Low
BIHAR,Banka,3922,109346,35767,181116,32859,46555,62359,120653,374360,18492,88429,63103,965321,22300,3983,341709,15459,108991,444096,462080,181580,6235,1214645,590961,3258,170898,65753,278863,374097,78757,74513,272892,24398,1339,25148,517817,41314,771080,967623,2034763,1067140,32221,15071,1704,38997,196305,2094476,1263683,3728,6776,372571,1089,1772655,1291235,63056,764,325,386707,253263,1738,3664,128170,510,4,116,112,94,159201,161124,8,118195,2243,247858,13,129663,250925,5,408188,14195,26680,10,475,5121,3944,879831,1765,Low
BIHAR,Begusarai,14599,303110,101836,334335,76761,186662,120373,207136,630166,139248,193224,144783,1548673,43127,10447,494402,49493,313654,733625,644874,286725,13978,1822334,918507,9821,309910,101080,369996,591811,106532,112067,473100,41377,4767,46964,715345,73578,938182,1402881,2970541,1567660,71413,21384,4644,85210,291877,3064885,2032359,10968,13797,577162,1476,2554330,1951688,59643,1029,447,484502,222837,2354,5690,184650,751,5,97,92,276,295852,219003,8,204789,4641,432270,13,227481,407348,5,577601,12420,58167,18,1415,8661,31220,1242551,3420,Low
BIHAR,Bhagalpur,16119,312678,118843,308044,117040,189954,174534,247079,635397,130634,208730,154643,1573066,46929,10349,447618,63241,250177,653161,674660,264904,13542,1976417,937669,8644,284153,96431,397654,534129,131976,105148,430436,47618,8210,41388,740056,63325,983528,1422103,3037766,1615663,49203,45919,6764,59018,300767,3116132,2054238,13460,9815,540365,1720,2487866,1952879,71666,1127,593,524322,243472,2814,7569,191216,667,30,245,215,1050,220531,209060,69,148902,30554,318569,111,169667,537098,42,614644,14964,60461,70,1904,14245,33566,1139715,4502,Low
BIHAR,Bhojpur,10630,218737,131137,268330,87879,112983,62153,313509,625665,77368,216412,163303,1599151,34658,9622,386150,45763,312557,511927,613072,142899,11934,2172525,973486,7391,246774,49809,387389,512009,119372,63618,228026,43689,4227,34932,640283,29472,822493,1298027,2728407,1430380,25259,15589,3661,33629,367059,3177665,1905914,9625,8370,401256,1603,2518216,1722387,94321,1068,535,605307,182210,2600,7496,150381,602,21,264,243,1472,206776,78650,48,202686,3508,425402,78,222716,197819,30,581580,36903,47985,53,1326,4615,7772,1005140,3564,Low
BIHAR,Buxar,5224,127938,64117,174119,48405,64826,46760,178044,396263,35405,130771,89306,989807,19324,4408,244087,27362,188476,334657,375372,88936,7107,1344677,593544,5341,162604,30535,253998,328547,78643,40198,144919,26325,2034,20387,402180,18203,538322,818375,1706352,887977,15443,10728,1784,20068,256124,1802491,1168030,4718,4625,254972,966,1591454,1074754,59439,653,313,420187,136142,1556,1858,96849,392,8,143,135,97,137996,54463,19,119916,3437,251737,31,131821,105423,12,331675,23401,26122,25,589,3395,3645,457814,2236,Low
BIHAR,Darbhanga,26073,300006,129597,440719,80085,202524,127442,224622,691068,95539,247667,152540,1816634,53205,15973,592006,59510,345511,1002713,865971,396000,17179,2028545,1125566,10325,407567,141310,529314,731347,199508,151930,634400,52586,5197,73321,947927,102760,1223640,1877436,3937385,2059949,97067,19499,6280,115803,332382,4231743,2713745,10615,18736,785953,2184,3042729,2535344,81916,1489,695,490534,275713,3514,8232,249637,994,16,227,211,236,320695,332426,37,293361,38607,615688,60,322327,881476,23,672797,13027,44846,49,1779,8972,23778,2203198,5387,Medium
BIHAR,Gaya,12047,422620,131163,383973,107970,167232,112617,342254,928810,111282,260921,191824,2297613,57011,10951,648810,57738,312298,807571,936630,252000,16741,2784730,1368803,11827,356281,86740,537333,1007057,161992,114166,396876,59202,7865,44524,1076170,51094,1664062,2124852,4391418,2266566,43065,37002,6856,53453,447480,4738098,2727356,18754,10388,665673,2463,3876395,2810026,161407,1650,813,757690,587892,3998,19345,262055,979,32,362,330,1723,294227,246837,73,650408,15636,1334351,118,683943,488121,45,902272,57349,87178,75,2139,8979,18890,1953368,5207,Medium
BIHAR,Gopalganj,7690,154527,79109,316314,61380,84425,69375,223776,589093,38133,209045,123249,1382998,33596,6263,370511,31193,255329,554058,546202,145088,13560,1736879,793905,9508,296491,49267,370662,363111,154764,65861,248009,51902,3571,36327,539586,29960,728201,1294346,2562012,1267666,23345,16485,3707,31186,291624,2714598,1833811,5453,7841,412706,1480,2119262,1642807,89316,1022,458,470828,188615,2370,3631,157982,596,9,238,229,133,312727,143078,20,160799,786,320064,32,159265,436057,12,540603,32551,26049,25,740,2591,5837,977719,3334,Low
BIHAR,Jamui,3439,133977,29633,159792,27056,45733,32633,104211,324203,30851,64170,56137,858588,22414,3712,275316,12984,66941,356760,392052,132724,8130,1085477,534385,4842,147950,47218,227016,445352,51172,55092,203766,18411,1341,24644,452288,30414,727571,844341,1760405,916064,25310,12828,1839,30808,153973,1850774,1032834,5351,5498,300265,945,1525746,1135919,54928,654,291,317612,275283,1516,4749,102930,396,7,137,130,87,113424,153708,15,146800,2079,302649,24,155849,217621,9,420472,17180,105637,14,477,3450,7502,765297,1902,Low
BIHAR,Jehanabad,3539,84676,45519,100130,32086,50439,27641,112966,244469,28132,74772,68748,618881,11302,2527,171798,15507,99381,214792,254582,69576,3263,725997,374412,2522,94340,24518,155106,251690,49416,30599,108063,13682,1251,12597,266423,14459,365378,539731,1125313,585582,11836,6054,1106,14984,117558,1221874,759935,4205,3148,176076,598,1045117,714244,39854,408,190,165906,98955,960,3249,65873,248,5,86,81,60,69637,60659,10,107940,1009,222974,16,115034,75742,6,211761,14343,15075,13,249,2880,3673,495877,1658,Low
BIHAR,Kaimur (Bhabua),9576,92616,70169,149676,48728,40996,52899,147315,370353,15299,98119,86815,920276,17223,4441,227705,12540,135987,340442,353413,82959,6400,1138560,549923,6503,138835,28232,226808,284646,62200,37114,138993,22998,1909,17605,375959,17613,511163,779378,1626384,847006,15949,9201,2100,20613,210899,1689877,1115221,3017,4664,239653,836,1456229,1039302,55262,584,252,294927,135204,1331,3799,90647,363,3,116,113,129,111045,66396,6,176402,1678,369088,10,192686,155283,4,318859,21298,24880,9,552,3307,2429,551317,2025,Low
BIHAR,Katihar,11896,151841,57114,239686,60110,108018,60900,133811,517934,69838,200849,88498,1280190,27263,8052,333662,32570,314391,738070,660403,297110,8276,1445438,762256,5118,223358,105287,353483,667602,132058,108736,505400,35004,2847,59999,760522,83087,1013566,1470599,3071029,1600430,71206,13810,2941,91428,237243,3150989,2057463,11309,20222,595596,1560,1684589,2054202,43516,1069,491,444260,253044,2516,6522,190893,732,14,138,124,507,285976,239547,33,126671,44891,263100,53,136429,1365645,20,472616,6587,20577,31,925,15849,23821,1705551,4043,Low
